subject timepoint strain species_id relative_abundance strainFreq strainRelativeAbundance
XBB 136 strainUnknown Bacteroides_uniformis_57318 0.0998510173555 0 0
XBB 170 strain1 Bacteroides_uniformis_57318 0.113841988724 0 0
XBB 170 strain2 Bacteroides_uniformis_57318 0.113841988724 1 0.113841988724
XBB 170 strainUnknown Bacteroides_uniformis_57318 0.113841988724 0 0
XBB 204 strain1 Bacteroides_uniformis_57318 0.0502351732741 0 0
XBB 204 strain2 Bacteroides_uniformis_57318 0.0502351732741 1 0.0502351732741
XBB 204 strainUnknown Bacteroides_uniformis_57318 0.0502351732741 0 0
XBB 240 strain1 Bacteroides_uniformis_57318 0.235268657843 0 0
XBB 240 strain2 Bacteroides_uniformis_57318 0.235268657843 1 0.235268657843
XBB 240 strainUnknown Bacteroides_uniformis_57318 0.235268657843 0 0
XBB 274 strain1 Bacteroides_uniformis_57318 0.127222507217 0 0
XBB 274 strain2 Bacteroides_uniformis_57318 0.127222507217 1 0.127222507217
XBB 274 strainUnknown Bacteroides_uniformis_57318 0.127222507217 0 0
XBB 303 strain1 Bacteroides_uniformis_57318 0.0819559290101 0 0
XBB 303 strain2 Bacteroides_uniformis_57318 0.0819559290101 1 0.0819559290101
XBB 303 strainUnknown Bacteroides_uniformis_57318 0.0819559290101 0 0
XBB 330 strain1 Bacteroides_uniformis_57318 0.105941125601 0 0
XBB 330 strain2 Bacteroides_uniformis_57318 0.105941125601 1 0.105941125601
XBB 330 strainUnknown Bacteroides_uniformis_57318 0.105941125601 0 0
XBB 351 strain1 Bacteroides_uniformis_57318 0.0781533507364 0 0
XBB 351 strain2 Bacteroides_uniformis_57318 0.0781533507364 1 0.0781533507364
XBB 351 strainUnknown Bacteroides_uniformis_57318 0.0781533507364 0 0
XBB 380 strain1 Bacteroides_uniformis_57318 0.185601076793 0 0
