sample annotationSample annotation numSpecies totRelAbundance
XBA-001 XBB-001 strainsShared 7 0.42942389416373
XBA-001 XBB-001 strainsUnknown 17 0.0537881512797702
XBA-001 XCA-001 speciesNotShared 81 0.0665174769333931
XBA-001 XCA-001 strainsNotShared 18 0.87246456697022
XBA-001 XCA-001 strainsUnknown 15 0.061017956095812
XBA-001 XCB-001 speciesNotShared 87 0.32611532244376
XBA-001 XCB-001 strainsNotShared 10 0.621159982025
XBA-001 XCB-001 strainsShared 1 0.00123593205904
XBA-001 XCB-001 strainsUnknown 16 0.0514887634716253
XBA-001 XDA-001 speciesNotShared 85 0.248371765061
XBA-001 XDA-001 strainsNotShared 13 0.69058555985807
XBA-001 XDA-001 strainsUnknown 16 0.0610426750803554
