sample1 sample2 value method subject timepoint
ZDA-001 ZDA-260 0.184726154071398 jsd ZDA 260
ZDA-001 ZDA-324 0.0624710134085011 jsd ZDA 324
ZDA-001 ZDA-413 0.165602663426724 jsd ZDA 413
ZDA-001 ZDA-503 0.0505053084827027 jsd ZDA 503
ZDA-001 ZDA-598 0.0355503249163559 jsd ZDA 598
ZDB-001 ZDB-064 0.0445594521367324 jsd ZDB 64
ZDB-001 ZDB-261 0.0623739948787637 jsd ZDB 261
ZDB-001 ZDB-324 0.0394762107933458 jsd ZDB 324
ZDB-001 ZDB-411 0.197689525743729 jsd ZDB 411
ZDB-001 ZDB-506 0.07201080172543 jsd ZDB 506
ZDB-001 ZDB-596 0.114291001542555 jsd ZDB 596
ZEA-001 ZEA-064 0.0740394255681868 jsd ZEA 64
ZEB-001 ZEB-064 0.0164412955079483 jsd ZEB 64
ZEC-001 ZEC-064 0.22331662495703 jsd ZEC 64
