species_id subject1 strainSharedAnyTimepoint strainSharedPreAbx strainSharedPostAbx strainSharedMain strainSharedFollowup strainSharedPostAbxFollowup
Bifidobacterium_bifidum_55065 ZCB TRUE NA TRUE TRUE TRUE TRUE
Bifidobacterium_bifidum_55065 ZDA TRUE NA NA NA TRUE TRUE
Bifidobacterium_bifidum_55065 ZDB TRUE NA NA NA TRUE TRUE
Bifidobacterium_longum_57796 XBA TRUE TRUE NA TRUE TRUE TRUE
Bifidobacterium_longum_57796 XBB TRUE TRUE NA TRUE TRUE TRUE
Bifidobacterium_longum_57796 XCA TRUE FALSE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XCB TRUE FALSE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XDA TRUE NA TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XDB TRUE NA TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XEA TRUE NA TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XEB TRUE NA TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XGA TRUE FALSE FALSE FALSE TRUE TRUE
Bifidobacterium_longum_57796 XGB TRUE FALSE FALSE FALSE TRUE TRUE
Bifidobacterium_longum_57796 XGC FALSE NA FALSE FALSE FALSE FALSE
Bifidobacterium_longum_57796 XHA FALSE NA FALSE FALSE NA FALSE
Bifidobacterium_longum_57796 XHC FALSE NA FALSE FALSE NA FALSE
Bifidobacterium_longum_57796 XIA TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XIB TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XKA TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XKB TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XLA TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XLB TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XNA FALSE FALSE FALSE FALSE NA FALSE
Bifidobacterium_longum_57796 XNB FALSE FALSE FALSE FALSE NA FALSE
Bifidobacterium_longum_57796 XOA FALSE NA FALSE FALSE NA FALSE
Bifidobacterium_longum_57796 XOB FALSE NA FALSE FALSE NA FALSE
Bifidobacterium_longum_57796 XPA FALSE FALSE NA FALSE NA NA
Bifidobacterium_longum_57796 XPB FALSE FALSE NA FALSE NA NA
Bifidobacterium_longum_57796 XQA TRUE FALSE TRUE TRUE FALSE TRUE
Bifidobacterium_longum_57796 XQB TRUE FALSE TRUE TRUE FALSE TRUE
Bifidobacterium_longum_57796 XSA TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XSB TRUE TRUE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XUA TRUE FALSE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XUB TRUE FALSE TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 XVA FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_longum_57796 XVB FALSE FALSE FALSE FALSE FALSE FALSE
Bifidobacterium_longum_57796 YAA TRUE FALSE TRUE TRUE NA TRUE
Bifidobacterium_longum_57796 YAB FALSE FALSE NA FALSE NA NA
Bifidobacterium_longum_57796 YAC TRUE FALSE TRUE TRUE NA TRUE
Bifidobacterium_longum_57796 YBA FALSE NA FALSE FALSE FALSE FALSE
Bifidobacterium_longum_57796 YBB FALSE NA FALSE FALSE FALSE FALSE
Bifidobacterium_longum_57796 YCA TRUE TRUE NA TRUE NA NA
Bifidobacterium_longum_57796 YCB TRUE TRUE NA TRUE NA NA
Bifidobacterium_longum_57796 YEA FALSE FALSE NA FALSE NA NA
Bifidobacterium_longum_57796 YEB FALSE FALSE NA FALSE NA NA
Bifidobacterium_longum_57796 ZAA TRUE NA NA NA NA TRUE
Bifidobacterium_longum_57796 ZAB TRUE NA NA NA FALSE TRUE
Bifidobacterium_longum_57796 ZAC FALSE NA NA NA FALSE FALSE
Bifidobacterium_longum_57796 ZCA TRUE NA NA NA TRUE TRUE
Bifidobacterium_longum_57796 ZCB TRUE NA NA NA TRUE TRUE
Bifidobacterium_longum_57796 ZDA TRUE NA TRUE TRUE TRUE TRUE
Bifidobacterium_longum_57796 ZDB TRUE NA TRUE TRUE TRUE TRUE
Bifidobacterium_pseudocatenulatum_57754 XCA TRUE NA NA TRUE TRUE TRUE
Bifidobacterium_pseudocatenulatum_57754 XCB TRUE NA NA TRUE TRUE TRUE
Bifidobacterium_pseudocatenulatum_57754 ZCA TRUE NA NA NA TRUE TRUE
Bifidobacterium_pseudocatenulatum_57754 ZCB TRUE NA NA NA TRUE TRUE
Bifidobacterium_pseudocatenulatum_57754 ZDA TRUE NA NA NA TRUE TRUE
Bifidobacterium_pseudocatenulatum_57754 ZDB TRUE NA NA NA TRUE TRUE
Bilophila_wadsworthia_57364 XBA TRUE TRUE NA TRUE NA NA
Bilophila_wadsworthia_57364 XBB TRUE TRUE NA TRUE NA NA
Bilophila_wadsworthia_57364 XDA FALSE NA NA NA FALSE FALSE
Bilophila_wadsworthia_57364 XDB FALSE NA NA NA FALSE FALSE
Bilophila_wadsworthia_57364 XEA FALSE NA NA NA NA FALSE
Bilophila_wadsworthia_57364 XEB FALSE NA NA NA NA FALSE
Bilophila_wadsworthia_57364 XFA FALSE FALSE FALSE FALSE FALSE FALSE
Bilophila_wadsworthia_57364 XFB FALSE FALSE FALSE FALSE FALSE FALSE
Bilophila_wadsworthia_57364 XHA FALSE FALSE FALSE FALSE NA FALSE
Bilophila_wadsworthia_57364 XHC FALSE FALSE FALSE FALSE NA FALSE
Bilophila_wadsworthia_57364 XKA TRUE TRUE NA TRUE NA NA
Bilophila_wadsworthia_57364 XKB TRUE TRUE NA TRUE NA NA
Bilophila_wadsworthia_57364 XLA TRUE TRUE NA TRUE TRUE TRUE
Bilophila_wadsworthia_57364 XLB TRUE TRUE NA TRUE TRUE TRUE
Bilophila_wadsworthia_57364 XPA FALSE FALSE NA FALSE NA NA
Bilophila_wadsworthia_57364 XPB FALSE FALSE NA FALSE NA NA
Bilophila_wadsworthia_57364 XQA FALSE FALSE FALSE FALSE FALSE FALSE
Bilophila_wadsworthia_57364 XQB FALSE FALSE FALSE FALSE FALSE FALSE
Bilophila_wadsworthia_57364 XVA FALSE NA FALSE FALSE FALSE FALSE
Bilophila_wadsworthia_57364 XVB FALSE NA FALSE FALSE FALSE FALSE
Bilophila_wadsworthia_57364 YAA TRUE NA NA TRUE NA NA
Bilophila_wadsworthia_57364 YAC TRUE NA TRUE TRUE NA TRUE
Bilophila_wadsworthia_57364 YAD TRUE NA TRUE TRUE NA TRUE
Bilophila_wadsworthia_57364 YBA FALSE NA NA NA FALSE FALSE
Bilophila_wadsworthia_57364 YBB FALSE NA NA NA FALSE FALSE
Bilophila_wadsworthia_57364 YBC FALSE NA NA NA FALSE FALSE
Bilophila_wadsworthia_57364 ZDA FALSE NA NA NA NA FALSE
Bilophila_wadsworthia_57364 ZDB FALSE NA NA NA NA FALSE
Blautia_wexlerae_56130 XAA FALSE FALSE NA FALSE FALSE FALSE
Blautia_wexlerae_56130 XAC FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XAD FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XBA FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XBB FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XCA TRUE TRUE NA TRUE TRUE TRUE
Blautia_wexlerae_56130 XCB TRUE TRUE NA TRUE TRUE TRUE
Blautia_wexlerae_56130 XDA TRUE NA TRUE TRUE TRUE TRUE
Blautia_wexlerae_56130 XDB TRUE NA TRUE TRUE TRUE TRUE
Blautia_wexlerae_56130 XEA TRUE NA NA NA TRUE TRUE
Blautia_wexlerae_56130 XEB TRUE NA NA NA TRUE TRUE
Blautia_wexlerae_56130 XFA FALSE NA NA NA FALSE FALSE
Blautia_wexlerae_56130 XFB FALSE NA NA NA FALSE FALSE
Blautia_wexlerae_56130 XGA FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XGB FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XGC FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XHA FALSE FALSE FALSE FALSE NA FALSE
Blautia_wexlerae_56130 XHB FALSE FALSE FALSE FALSE NA FALSE
Blautia_wexlerae_56130 XHC FALSE FALSE FALSE FALSE NA FALSE
Blautia_wexlerae_56130 XIA TRUE TRUE TRUE TRUE TRUE TRUE
Blautia_wexlerae_56130 XIB TRUE TRUE NA TRUE TRUE TRUE
Blautia_wexlerae_56130 XIC TRUE TRUE TRUE TRUE TRUE TRUE
Blautia_wexlerae_56130 XKA TRUE TRUE FALSE TRUE FALSE FALSE
Blautia_wexlerae_56130 XKB TRUE TRUE FALSE TRUE FALSE FALSE
Blautia_wexlerae_56130 XLA TRUE TRUE TRUE TRUE TRUE TRUE
Blautia_wexlerae_56130 XLB TRUE TRUE TRUE TRUE TRUE TRUE
Blautia_wexlerae_56130 XMA FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XMB FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XNA FALSE FALSE FALSE FALSE NA FALSE
Blautia_wexlerae_56130 XNB FALSE FALSE FALSE FALSE NA FALSE
Blautia_wexlerae_56130 XOA FALSE FALSE FALSE FALSE NA FALSE
Blautia_wexlerae_56130 XOB FALSE FALSE FALSE FALSE NA FALSE
Blautia_wexlerae_56130 XQA FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XQB FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XRA FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XRB FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XSA FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XSB FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XTA FALSE NA FALSE FALSE NA FALSE
Blautia_wexlerae_56130 XTB FALSE NA FALSE FALSE NA FALSE
Blautia_wexlerae_56130 XUA TRUE FALSE TRUE TRUE TRUE TRUE
Blautia_wexlerae_56130 XUB TRUE FALSE TRUE TRUE TRUE TRUE
Blautia_wexlerae_56130 XVA FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 XVB FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 YAA TRUE FALSE FALSE TRUE NA FALSE
Blautia_wexlerae_56130 YAB FALSE FALSE FALSE FALSE NA FALSE
Blautia_wexlerae_56130 YAC FALSE FALSE FALSE FALSE NA FALSE
Blautia_wexlerae_56130 YAD TRUE FALSE NA TRUE NA NA
Blautia_wexlerae_56130 YBA FALSE FALSE NA FALSE FALSE FALSE
Blautia_wexlerae_56130 YBB FALSE NA NA NA FALSE FALSE
Blautia_wexlerae_56130 YBC FALSE FALSE NA FALSE FALSE FALSE
Blautia_wexlerae_56130 YCA FALSE FALSE NA FALSE NA NA
Blautia_wexlerae_56130 YCB FALSE FALSE NA FALSE NA NA
Blautia_wexlerae_56130 ZAA FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 ZAB TRUE FALSE FALSE FALSE TRUE TRUE
Blautia_wexlerae_56130 ZAC TRUE NA NA NA TRUE TRUE
Blautia_wexlerae_56130 ZCA FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 ZCB FALSE FALSE FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 ZDA FALSE NA FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 ZDB FALSE NA FALSE FALSE FALSE FALSE
Blautia_wexlerae_56130 ZEA FALSE FALSE NA FALSE NA NA
Blautia_wexlerae_56130 ZEB FALSE FALSE NA FALSE NA NA
Blautia_wexlerae_56130 ZEC FALSE NA NA FALSE NA NA
Burkholderiales_bacterium_56577 XFA FALSE FALSE NA FALSE NA NA
Burkholderiales_bacterium_56577 XFB FALSE FALSE NA FALSE NA NA
Burkholderiales_bacterium_56577 XJA TRUE TRUE TRUE TRUE NA TRUE
Burkholderiales_bacterium_56577 XJB TRUE TRUE TRUE TRUE NA TRUE
Burkholderiales_bacterium_56577 XKA TRUE NA NA NA TRUE TRUE
Burkholderiales_bacterium_56577 XKB TRUE NA NA NA TRUE TRUE
Burkholderiales_bacterium_56577 XLA TRUE TRUE TRUE TRUE TRUE TRUE
Burkholderiales_bacterium_56577 XLB TRUE TRUE TRUE TRUE TRUE TRUE
Burkholderiales_bacterium_56577 XNA FALSE FALSE FALSE FALSE NA FALSE
Burkholderiales_bacterium_56577 XNB FALSE FALSE FALSE FALSE NA FALSE
Burkholderiales_bacterium_56577 XSA TRUE TRUE TRUE TRUE TRUE TRUE
Burkholderiales_bacterium_56577 XSB TRUE TRUE TRUE TRUE TRUE TRUE
Burkholderiales_bacterium_56577 XUA FALSE FALSE NA FALSE NA NA
Burkholderiales_bacterium_56577 XUB FALSE FALSE NA FALSE NA NA
Burkholderiales_bacterium_56577 XVA TRUE TRUE TRUE TRUE TRUE TRUE
Burkholderiales_bacterium_56577 XVB TRUE TRUE TRUE TRUE TRUE TRUE
Burkholderiales_bacterium_56577 YBA FALSE FALSE FALSE FALSE FALSE FALSE
Burkholderiales_bacterium_56577 YBB TRUE TRUE TRUE TRUE TRUE TRUE
Burkholderiales_bacterium_56577 YBC TRUE TRUE TRUE TRUE TRUE TRUE
Burkholderiales_bacterium_56577 ZEA FALSE FALSE FALSE FALSE NA FALSE
Burkholderiales_bacterium_56577 ZEC FALSE FALSE FALSE FALSE NA FALSE
Butyricimonas_virosa_58742 XIB FALSE NA NA NA NA FALSE
Butyricimonas_virosa_58742 XIC FALSE NA NA NA NA FALSE
Butyricimonas_virosa_58742 ZAA TRUE NA NA NA TRUE TRUE
Butyricimonas_virosa_58742 ZAC TRUE NA NA NA TRUE TRUE
Butyrivibrio_crossotus_61674 ZCA TRUE NA NA NA TRUE TRUE
Butyrivibrio_crossotus_61674 ZCB TRUE NA NA NA TRUE TRUE
Catenibacterium_mitsuokai_61547 XIA TRUE TRUE TRUE TRUE NA TRUE
Catenibacterium_mitsuokai_61547 XIB TRUE TRUE TRUE TRUE FALSE TRUE
Catenibacterium_mitsuokai_61547 XIC FALSE FALSE FALSE FALSE FALSE FALSE
Catenibacterium_mitsuokai_61547 YAC FALSE FALSE NA FALSE NA NA
Catenibacterium_mitsuokai_61547 YAD FALSE FALSE NA FALSE NA NA
Clostridiales_bacterium_52743 XAA TRUE NA FALSE FALSE TRUE TRUE
Clostridiales_bacterium_52743 XAD TRUE NA FALSE FALSE TRUE TRUE
Clostridiales_bacterium_56470 XAA FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_56470 XAC FALSE FALSE NA FALSE FALSE FALSE
Clostridiales_bacterium_56470 XAD FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_56470 XBA FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_56470 XBB FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_56470 XDA TRUE NA NA NA NA TRUE
Clostridiales_bacterium_56470 XDB TRUE NA NA NA NA TRUE
Clostridiales_bacterium_56470 XGA FALSE NA NA NA NA FALSE
Clostridiales_bacterium_56470 XGB FALSE NA NA NA NA FALSE
Clostridiales_bacterium_56470 XKA FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_56470 XKB FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_56470 XPA FALSE NA NA NA FALSE FALSE
Clostridiales_bacterium_56470 XPB FALSE NA NA NA FALSE FALSE
Clostridiales_bacterium_56470 ZEA FALSE FALSE NA FALSE NA NA
Clostridiales_bacterium_56470 ZEB FALSE FALSE NA FALSE NA NA
Clostridiales_bacterium_56470 ZEC FALSE FALSE NA FALSE NA NA
Clostridiales_bacterium_61057 XAA FALSE FALSE NA FALSE NA FALSE
Clostridiales_bacterium_61057 XAC FALSE FALSE NA FALSE NA FALSE
Clostridiales_bacterium_61057 XBA FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_61057 XBB FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_61057 XEA FALSE FALSE NA FALSE NA NA
Clostridiales_bacterium_61057 XEB FALSE FALSE NA FALSE NA NA
Clostridiales_bacterium_61057 XFA FALSE FALSE NA FALSE FALSE FALSE
Clostridiales_bacterium_61057 XFB FALSE FALSE NA FALSE FALSE FALSE
Clostridiales_bacterium_61057 XGA FALSE NA NA NA NA NA
Clostridiales_bacterium_61057 XGC FALSE NA NA NA NA NA
Clostridiales_bacterium_61057 XIA TRUE TRUE NA TRUE TRUE TRUE
Clostridiales_bacterium_61057 XIB TRUE NA NA NA TRUE TRUE
Clostridiales_bacterium_61057 XIC TRUE TRUE NA TRUE NA NA
Clostridiales_bacterium_61057 XJA FALSE FALSE FALSE FALSE NA FALSE
Clostridiales_bacterium_61057 XJB FALSE FALSE FALSE FALSE NA FALSE
Clostridiales_bacterium_61057 XNA FALSE NA FALSE FALSE NA FALSE
Clostridiales_bacterium_61057 XNB FALSE NA FALSE FALSE NA FALSE
Clostridiales_bacterium_61057 XOA FALSE FALSE NA FALSE NA FALSE
Clostridiales_bacterium_61057 XOB FALSE FALSE NA FALSE NA FALSE
Clostridiales_bacterium_61057 XQA TRUE TRUE TRUE TRUE NA TRUE
Clostridiales_bacterium_61057 XQB TRUE TRUE TRUE TRUE NA TRUE
Clostridiales_bacterium_61057 XRA FALSE FALSE NA FALSE FALSE FALSE
Clostridiales_bacterium_61057 XRB FALSE FALSE NA FALSE FALSE FALSE
Clostridiales_bacterium_61057 XSA FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_61057 XSB FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_61057 XUA TRUE FALSE TRUE TRUE TRUE TRUE
Clostridiales_bacterium_61057 XUB TRUE FALSE TRUE TRUE TRUE TRUE
Clostridiales_bacterium_61057 XVA FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_61057 XVB FALSE FALSE FALSE FALSE FALSE FALSE
Clostridiales_bacterium_61057 YBA TRUE NA NA NA TRUE TRUE
Clostridiales_bacterium_61057 YBB TRUE NA NA NA FALSE TRUE
Clostridiales_bacterium_61057 YBC TRUE NA NA NA TRUE TRUE
Clostridiales_bacterium_61057 ZCA TRUE NA NA TRUE NA NA
Clostridiales_bacterium_61057 ZCB TRUE NA NA TRUE NA NA
Clostridiales_bacterium_61057 ZDA FALSE NA FALSE FALSE FALSE FALSE
Clostridiales_bacterium_61057 ZDB FALSE NA FALSE FALSE FALSE FALSE
Clostridium_nexile_61654 YAA FALSE NA NA FALSE NA NA
Clostridium_nexile_61654 YAB FALSE NA NA FALSE NA NA
Clostridium_sp_61482 XTA FALSE FALSE FALSE FALSE NA FALSE
Clostridium_sp_61482 XTB FALSE FALSE FALSE FALSE NA FALSE
Clostridium_sp_61482 ZCA TRUE NA NA NA TRUE TRUE
Clostridium_sp_61482 ZCB TRUE NA NA NA TRUE TRUE
Coprobacter_fastidiosus_56550 XLA TRUE TRUE TRUE TRUE TRUE TRUE
Coprobacter_fastidiosus_56550 XLB TRUE TRUE TRUE TRUE TRUE TRUE
Coprococcus_catus_62200 XPA FALSE NA NA NA FALSE FALSE
Coprococcus_catus_62200 XPB FALSE NA NA NA FALSE FALSE
Coprococcus_comes_61587 XEA FALSE FALSE FALSE FALSE NA FALSE
Coprococcus_comes_61587 XEB FALSE FALSE FALSE FALSE NA FALSE
Coprococcus_comes_61587 XFA FALSE FALSE FALSE FALSE FALSE FALSE
Coprococcus_comes_61587 XFB FALSE FALSE FALSE FALSE FALSE FALSE
Coprococcus_comes_61587 XGA FALSE FALSE FALSE FALSE FALSE FALSE
Coprococcus_comes_61587 XGC FALSE FALSE FALSE FALSE FALSE FALSE
Coprococcus_comes_61587 XIA TRUE TRUE TRUE TRUE NA TRUE
Coprococcus_comes_61587 XIB TRUE NA NA NA NA TRUE
Coprococcus_comes_61587 XIC TRUE TRUE TRUE TRUE NA TRUE
Coprococcus_comes_61587 XNA FALSE NA FALSE FALSE NA FALSE
Coprococcus_comes_61587 XNB FALSE NA FALSE FALSE NA FALSE
Coprococcus_comes_61587 XPA FALSE NA NA NA FALSE FALSE
Coprococcus_comes_61587 XPB FALSE NA NA NA FALSE FALSE
Coprococcus_comes_61587 XQA TRUE TRUE NA TRUE NA TRUE
Coprococcus_comes_61587 XQB TRUE TRUE NA TRUE NA TRUE
Coprococcus_comes_61587 XTA FALSE NA FALSE FALSE NA FALSE
Coprococcus_comes_61587 XTB FALSE NA FALSE FALSE NA FALSE
Coprococcus_comes_61587 XUA FALSE NA FALSE FALSE NA FALSE
Coprococcus_comes_61587 XUB FALSE NA FALSE FALSE NA FALSE
Coprococcus_comes_61587 XVA FALSE FALSE FALSE FALSE FALSE FALSE
Coprococcus_comes_61587 XVB FALSE FALSE FALSE FALSE FALSE FALSE
Coprococcus_comes_61587 YBB FALSE NA NA NA FALSE FALSE
Coprococcus_comes_61587 YBC FALSE NA NA NA FALSE FALSE
Coprococcus_comes_61587 ZDA FALSE NA FALSE FALSE FALSE FALSE
Coprococcus_comes_61587 ZDB FALSE NA FALSE FALSE FALSE FALSE
Coprococcus_comes_61587 ZEA FALSE FALSE NA FALSE NA NA
Coprococcus_comes_61587 ZEB FALSE FALSE NA FALSE NA NA
Coprococcus_eutactus_61480 XEA TRUE TRUE NA TRUE NA NA
Coprococcus_eutactus_61480 XEB TRUE TRUE NA TRUE NA NA
Coprococcus_eutactus_61480 XFA TRUE TRUE NA TRUE NA NA
Coprococcus_eutactus_61480 XFB TRUE TRUE NA TRUE NA NA
Coprococcus_eutactus_61480 XVA TRUE NA NA NA TRUE TRUE
Coprococcus_eutactus_61480 XVB TRUE NA NA NA TRUE TRUE
Coprococcus_sp_62244 XHB TRUE NA TRUE TRUE NA TRUE
Coprococcus_sp_62244 XHC TRUE NA TRUE TRUE NA TRUE
Coprococcus_sp_62244 YAC FALSE FALSE FALSE FALSE NA FALSE
Coprococcus_sp_62244 YAD FALSE FALSE FALSE FALSE NA FALSE
Coprococcus_sp_62244 ZCA TRUE TRUE TRUE TRUE TRUE TRUE
Coprococcus_sp_62244 ZCB TRUE TRUE TRUE TRUE TRUE TRUE
Desulfovibrio_piger_61475 XHA FALSE FALSE NA FALSE NA NA
Desulfovibrio_piger_61475 XHC FALSE FALSE NA FALSE NA NA
Dialister_invisus_61905 XAA FALSE NA FALSE FALSE FALSE FALSE
Dialister_invisus_61905 XAD FALSE NA FALSE FALSE FALSE FALSE
Dialister_invisus_61905 XGA FALSE FALSE FALSE FALSE FALSE FALSE
Dialister_invisus_61905 XGB FALSE FALSE FALSE FALSE FALSE FALSE
Dialister_invisus_61905 XLA FALSE NA NA NA NA NA
Dialister_invisus_61905 XLB FALSE NA NA NA NA NA
Dialister_invisus_61905 XOA FALSE FALSE FALSE FALSE FALSE FALSE
Dialister_invisus_61905 XOB FALSE FALSE FALSE FALSE FALSE FALSE
Dialister_invisus_61905 XQA TRUE TRUE TRUE TRUE NA TRUE
Dialister_invisus_61905 XQB TRUE TRUE TRUE TRUE NA TRUE
Dialister_invisus_61905 XVA FALSE FALSE FALSE FALSE FALSE FALSE
Dialister_invisus_61905 XVB FALSE FALSE FALSE FALSE FALSE FALSE
Dialister_invisus_61905 ZCA TRUE TRUE TRUE TRUE NA TRUE
Dialister_invisus_61905 ZCB TRUE TRUE TRUE TRUE NA TRUE
Dorea_formicigenerans_56346 XBA FALSE NA NA NA FALSE FALSE
Dorea_formicigenerans_56346 XBB FALSE NA NA NA FALSE FALSE
Dorea_formicigenerans_56346 XIB FALSE NA NA NA NA FALSE
Dorea_formicigenerans_56346 XIC FALSE NA NA NA NA FALSE
Dorea_formicigenerans_56346 XKA FALSE NA NA NA FALSE FALSE
Dorea_formicigenerans_56346 XKB FALSE NA NA NA FALSE FALSE
Dorea_formicigenerans_56346 XQA FALSE FALSE NA FALSE NA NA
Dorea_formicigenerans_56346 XQB FALSE FALSE NA FALSE NA NA
Dorea_longicatena_59913 XPA FALSE NA NA NA FALSE FALSE
Dorea_longicatena_59913 XPB FALSE NA NA NA FALSE FALSE
Dorea_longicatena_59913 YBA FALSE NA NA NA NA FALSE
Dorea_longicatena_59913 YBB FALSE NA NA NA NA FALSE
Dorea_longicatena_61473 XDA FALSE FALSE FALSE FALSE FALSE FALSE
Dorea_longicatena_61473 XDB FALSE FALSE FALSE FALSE FALSE FALSE
Dorea_longicatena_61473 XFA FALSE NA NA NA NA FALSE
Dorea_longicatena_61473 XFB FALSE NA NA NA NA FALSE
Dorea_longicatena_61473 XGA FALSE FALSE FALSE FALSE FALSE FALSE
Dorea_longicatena_61473 XGC FALSE FALSE FALSE FALSE FALSE FALSE
Dorea_longicatena_61473 XIA TRUE NA TRUE TRUE FALSE TRUE
Dorea_longicatena_61473 XIB TRUE NA FALSE FALSE FALSE TRUE
Dorea_longicatena_61473 XIC TRUE NA TRUE TRUE NA TRUE
Dorea_longicatena_61473 XJA FALSE FALSE FALSE FALSE NA FALSE
Dorea_longicatena_61473 XJB FALSE FALSE FALSE FALSE NA FALSE
Dorea_longicatena_61473 XQA FALSE FALSE FALSE FALSE NA FALSE
Dorea_longicatena_61473 XQB FALSE FALSE FALSE FALSE NA FALSE
Dorea_longicatena_61473 XUA FALSE FALSE FALSE FALSE FALSE FALSE
Dorea_longicatena_61473 XUB FALSE FALSE FALSE FALSE FALSE FALSE
Dorea_longicatena_61473 YEB FALSE FALSE NA FALSE NA NA
Dorea_longicatena_61473 YEC FALSE FALSE NA FALSE NA NA
Dorea_longicatena_61473 ZDA FALSE NA NA NA FALSE FALSE
Dorea_longicatena_61473 ZDB FALSE NA NA NA FALSE FALSE
Eggerthella_lenta_56463 XBA TRUE NA NA NA TRUE TRUE
Eggerthella_lenta_56463 XBB TRUE NA NA NA TRUE TRUE
Eggerthella_lenta_56463 XKA TRUE NA TRUE TRUE TRUE TRUE
Eggerthella_lenta_56463 XKB TRUE NA TRUE TRUE TRUE TRUE
Escherichia_coli_58110 XAA FALSE NA NA NA NA FALSE
Escherichia_coli_58110 XAD FALSE NA NA NA NA FALSE
Escherichia_coli_58110 XBA FALSE NA NA NA NA FALSE
Escherichia_coli_58110 XBB FALSE NA NA NA NA FALSE
Escherichia_coli_58110 XHA TRUE TRUE NA TRUE NA NA
Escherichia_coli_58110 XHC TRUE TRUE NA TRUE NA NA
Escherichia_coli_58110 XKA TRUE NA NA NA FALSE TRUE
Escherichia_coli_58110 XKB TRUE NA NA NA FALSE TRUE
Escherichia_coli_58110 XQA FALSE NA NA NA NA FALSE
Escherichia_coli_58110 XQB FALSE NA NA NA NA FALSE
Escherichia_coli_58110 XSA TRUE TRUE FALSE TRUE NA FALSE
Escherichia_coli_58110 XSB TRUE TRUE FALSE TRUE NA FALSE
Escherichia_coli_58110 YCA FALSE NA NA FALSE NA NA
Escherichia_coli_58110 YCB FALSE NA NA FALSE NA NA
Eubacterium_eligens_61678 XAA FALSE NA NA NA FALSE FALSE
Eubacterium_eligens_61678 XAC FALSE NA NA NA FALSE FALSE
Eubacterium_eligens_61678 XBA FALSE FALSE NA FALSE NA NA
Eubacterium_eligens_61678 XBB FALSE FALSE NA FALSE NA NA
Eubacterium_eligens_61678 XCA TRUE TRUE TRUE TRUE TRUE TRUE
