species sample1 sample2 subject1 subject2 hh1 hh2 timepoint1 timepoint2 sharedFixedDiffs sharedStrainFishing concordant consensusConservative consensusPermissive consensusFixedDiffs consensusStrainFishing consensusNA keyTimepoint1 keyTimepoint2
Parabacteroides_merdae_56972 XPB-008 XUB-001 XPB XUB XP XU 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XPB-008 XUB-001 XPB XUB XP XU 8 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Akkermansia_muciniphila_55290 XPB-008 XVA-001 XPB XVA XP XV 8 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XPB-008 XVA-001 XPB XVA XP XV 8 1 TRUE NA NA TRUE TRUE TRUE TRUE TRUE initial initial
Bacteroides_caccae_53434 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE TRUE FALSE FALSE TRUE FALSE TRUE NA initial initial
Bacteroides_vulgatus_57955 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_longum_57796 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Burkholderiales_bacterium_56577 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_hallii_61477 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XPB-008 XVA-001 XPB XVA XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XPB-008 XVA-001 XPB XVA XP XV 8 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroidales_bacterium_58650 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_fragilis_54507 XPB-008 XVB-001 XPB XVB XP XV 8 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_thetaiotaomicron_56941 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Barnesiella_intestinihominis_62208 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_adolescentis_56815 XPB-008 XVB-001 XPB XVB XP XV 8 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_longum_57796 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Burkholderiales_bacterium_56577 XPB-008 XVB-001 XPB XVB XP XV 8 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XPB-008 XVB-001 XPB XVB XP XV 8 1 TRUE NA NA TRUE TRUE TRUE TRUE TRUE initial initial
Faecalibacterium_prausnitzii_62201 XPB-008 XVB-001 XPB XVB XP XV 8 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XPB-008 XVB-001 XPB XVB XP XV 8 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Akkermansia_muciniphila_55290 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_finegoldii_57739 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bacteroides_massiliensis_44749 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bacteroides_ovatus_58035 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_stercoris_56735 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bacteroides_uniformis_57318 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Bifidobacterium_adolescentis_56815 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 TRUE NA NA TRUE TRUE TRUE TRUE TRUE initial initial
Bifidobacterium_longum_57796 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bilophila_wadsworthia_57364 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_61057 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Dialister_invisus_61905 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Eubacterium_eligens_61678 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Eubacterium_hallii_61477 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_siraeum_57634 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Faecalibacterium_cf_62236 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 TRUE NA NA TRUE TRUE TRUE TRUE TRUE initial initial
Ruminococcus_bromii_62047 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_callidus_61479 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XQA-001 XQB-001 XQA XQB XQ XQ 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_caccae_53434 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_ovatus_58035 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE TRUE FALSE FALSE TRUE FALSE TRUE NA initial initial
Bifidobacterium_longum_57796 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Bilophila_wadsworthia_57364 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_61057 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XQA-001 XRA-001 XQA XRA XQ XR 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Phascolarctobacterium_sp_59817 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE TRUE FALSE FALSE TRUE FALSE TRUE NA initial initial
Roseburia_hominis_61877 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XQA-001 XRA-001 XQA XRA XQ XR 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroidales_bacterium_58650 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_caccae_53434 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XQA-001 XRB-002 XQA XRB XQ XR 1 2 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Barnesiella_intestinihominis_62208 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Dialister_invisus_61905 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XQA-001 XRB-002 XQA XRB XQ XR 1 2 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_bromii_62047 XQA-001 XRB-002 XQA XRB XQ XR 1 2 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_fragilis_54507 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_adolescentis_56815 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_longum_57796 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bilophila_wadsworthia_57364 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_61057 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XQA-001 XSA-001 XQA XSA XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_stercoris_56735 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_adolescentis_56815 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bifidobacterium_longum_57796 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Clostridiales_bacterium_61057 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Coprococcus_comes_61587 XQA-001 XSB-001 XQA XSB XQ XS 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_hallii_61477 XQA-001 XSB-001 XQA XSB XQ XS 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Guyana_massiliensis_60772 XQA-001 XSB-001 XQA XSB XQ XS 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_sp_55468 XQA-001 XSB-001 XQA XSB XQ XS 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Akkermansia_muciniphila_55290 XQA-001 XTA-001 XQA XTA XQ XT 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Alistipes_shahii_62199 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Anaerostipes_hadrus_55206 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroidales_bacterium_58650 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_caccae_53434 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XQA-001 XTA-001 XQA XTA XQ XT 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Blautia_wexlerae_56130 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Butyricimonas_virosa_58742 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_hallii_61477 XQA-001 XTA-001 XQA XTA XQ XT 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_61481 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XQA-001 XTA-001 XQA XTA XQ XT 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Oscillibacter_sp_60799 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_hominis_61877 XQA-001 XTA-001 XQA XTA XQ XT 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XQA-001 XTA-001 XQA XTA XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Akkermansia_muciniphila_55290 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_finegoldii_56071 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_shahii_62199 XQA-001 XTB-001 XQA XTB XQ XT 1 1 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE initial initial
Anaerostipes_hadrus_55206 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroidales_bacterium_58650 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_cellulosilyticus_58046 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_finegoldii_57739 XQA-001 XTB-001 XQA XTB XQ XT 1 1 NA FALSE NA FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_fragilis_54507 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_stercoris_56735 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_uniformis_57318 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Bacteroides_vulgatus_57955 XQA-001 XTB-001 XQA XTB XQ XT 1 1 TRUE NA NA TRUE TRUE TRUE TRUE TRUE initial initial
Barnesiella_intestinihominis_62208 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_eligens_61678 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Eubacterium_rectale_56927 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_cf_62236 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_57453 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Faecalibacterium_prausnitzii_62201 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Odoribacter_splanchnicus_62174 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_distasonis_56985 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Parabacteroides_merdae_56972 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Phascolarctobacterium_sp_59817 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Roseburia_inulinivorans_61943 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE NA NA FALSE FALSE FALSE FALSE FALSE initial initial
Ruminococcus_bromii_62047 XQA-001 XTB-001 XQA XTB XQ XT 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_onderdonkii_55464 XQA-001 XUA-001 XQA XUA XQ XU 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_putredinis_61533 XQA-001 XUA-001 XQA XUA XQ XU 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
Alistipes_shahii_62199 XQA-001 XUA-001 XQA XUA XQ XU 1 1 FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE initial initial
