subject timepoint strain species_id relative_abundance strainFreq strainRelativeAbundance
XBA 491 strain2 Bacteroides_vulgatus_57955 0.180332371313 0 0
XBA 491 strain3 Bacteroides_vulgatus_57955 0.180332371313 0 0
XBA 491 strain4 Bacteroides_vulgatus_57955 0.180332371313 1 0.180332371313
XBA 491 strainUnknown Bacteroides_vulgatus_57955 0.180332371313 0 0
XBA 513 strain1 Bacteroides_vulgatus_57955 0.365119669165 0 0
XBA 513 strain2 Bacteroides_vulgatus_57955 0.365119669165 0 0
XBA 513 strain3 Bacteroides_vulgatus_57955 0.365119669165 0 0
XBA 513 strain4 Bacteroides_vulgatus_57955 0.365119669165 1 0.365119669165
XBA 513 strainUnknown Bacteroides_vulgatus_57955 0.365119669165 0 0
XBA 519 strain1 Bacteroides_vulgatus_57955 0.24742736553 0 0
XBA 519 strain2 Bacteroides_vulgatus_57955 0.24742736553 0 0
XBA 519 strain3 Bacteroides_vulgatus_57955 0.24742736553 0 0
XBA 519 strain4 Bacteroides_vulgatus_57955 0.24742736553 1 0.24742736553
XBA 519 strainUnknown Bacteroides_vulgatus_57955 0.24742736553 0 0
XBA 534 strain1 Bacteroides_vulgatus_57955 0.178010864661 0 0
XBA 534 strain2 Bacteroides_vulgatus_57955 0.178010864661 0.00941059930658742 0.00167518891954383
XBA 534 strain3 Bacteroides_vulgatus_57955 0.178010864661 0 0
XBA 534 strain4 Bacteroides_vulgatus_57955 0.178010864661 0.990589400693413 0.176335675741456
XBA 534 strainUnknown Bacteroides_vulgatus_57955 0.178010864661 0 0
XBA 541 strain1 Bacteroides_vulgatus_57955 0.2706345995 0 0
XBA 541 strain2 Bacteroides_vulgatus_57955 0.2706345995 0 0
XBA 541 strain3 Bacteroides_vulgatus_57955 0.2706345995 0 0
XBA 541 strain4 Bacteroides_vulgatus_57955 0.2706345995 1 0.2706345995
XBA 541 strainUnknown Bacteroides_vulgatus_57955 0.2706345995 0 0
XBA 550 strain1 Bacteroides_vulgatus_57955 0.253942490857 0 0
XBA 550 strain2 Bacteroides_vulgatus_57955 0.253942490857 0 0
XBA 550 strain3 Bacteroides_vulgatus_57955 0.253942490857 0 0
XBA 550 strain4 Bacteroides_vulgatus_57955 0.253942490857 1 0.253942490857
XBA 550 strainUnknown Bacteroides_vulgatus_57955 0.253942490857 0 0
XBA 557 strain1 Bacteroides_vulgatus_57955 0.28834969841 0 0
XBA 557 strain2 Bacteroides_vulgatus_57955 0.28834969841 0 0
XBA 557 strain3 Bacteroides_vulgatus_57955 0.28834969841 0 0
XBA 557 strain4 Bacteroides_vulgatus_57955 0.28834969841 1 0.28834969841
XBA 557 strainUnknown Bacteroides_vulgatus_57955 0.28834969841 0 0
XBA 568 strain1 Bacteroides_vulgatus_57955 0.0711299720711 0 0
XBA 568 strain2 Bacteroides_vulgatus_57955 0.0711299720711 0 0
XBA 568 strain3 Bacteroides_vulgatus_57955 0.0711299720711 0 0
XBA 568 strain4 Bacteroides_vulgatus_57955 0.0711299720711 1 0.0711299720711
XBA 568 strainUnknown Bacteroides_vulgatus_57955 0.0711299720711 0 0
XBA 577 strain1 Bacteroides_vulgatus_57955 0.229625152027 0 0
XBA 577 strain2 Bacteroides_vulgatus_57955 0.229625152027 0 0
XBA 577 strain3 Bacteroides_vulgatus_57955 0.229625152027 0 0
XBA 577 strain4 Bacteroides_vulgatus_57955 0.229625152027 1 0.229625152027
XBA 577 strainUnknown Bacteroides_vulgatus_57955 0.229625152027 0 0
XBA 582 strain1 Bacteroides_vulgatus_57955 0.209314240183 0 0
XBA 582 strain2 Bacteroides_vulgatus_57955 0.209314240183 0 0
XBA 582 strain3 Bacteroides_vulgatus_57955 0.209314240183 0 0
