subject timepoint strain species_id relative_abundance strainFreq strainRelativeAbundance
XBA 767 strain2 Bifidobacterium_longum_57796 0.0227397640355 1 0.0227397640355
XBA 767 strainUnknown Bifidobacterium_longum_57796 0.0227397640355 0 0
XBA 779 strain1 Bifidobacterium_longum_57796 0.0195008750459 0 0
XBA 779 strain2 Bifidobacterium_longum_57796 0.0195008750459 1 0.0195008750459
XBA 779 strainUnknown Bifidobacterium_longum_57796 0.0195008750459 0 0
XBA 787 strain1 Bifidobacterium_longum_57796 0.00182182000403 0 0
XBA 787 strain2 Bifidobacterium_longum_57796 0.00182182000403 0 0
XBA 787 strainUnknown Bifidobacterium_longum_57796 0.00182182000403 0 0.00182182000403
XBA 794 strain1 Bifidobacterium_longum_57796 0.0753977912076 0 0
XBA 794 strain2 Bifidobacterium_longum_57796 0.0753977912076 1 0.0753977912076
XBA 794 strainUnknown Bifidobacterium_longum_57796 0.0753977912076 0 0
XBA 806 strain1 Bifidobacterium_longum_57796 0.0410489925427 0 0
XBA 806 strain2 Bifidobacterium_longum_57796 0.0410489925427 1 0.0410489925427
XBA 806 strainUnknown Bifidobacterium_longum_57796 0.0410489925427 0 0
XBA 813 strain1 Bifidobacterium_longum_57796 0.0116333176255 0 0
XBA 813 strain2 Bifidobacterium_longum_57796 0.0116333176255 1 0.0116333176255
XBA 813 strainUnknown Bifidobacterium_longum_57796 0.0116333176255 0 0
XBA 821 strain1 Bifidobacterium_longum_57796 0.0167619174336 0 0
XBA 821 strain2 Bifidobacterium_longum_57796 0.0167619174336 1 0.0167619174336
XBA 821 strainUnknown Bifidobacterium_longum_57796 0.0167619174336 0 0
XBA 828 strain1 Bifidobacterium_longum_57796 0.0124878632937 0 0
XBA 828 strain2 Bifidobacterium_longum_57796 0.0124878632937 1 0.0124878632937
XBA 828 strainUnknown Bifidobacterium_longum_57796 0.0124878632937 0 0
XBA 835 strain1 Bifidobacterium_longum_57796 0.0765884404316 0 0
XBA 835 strain2 Bifidobacterium_longum_57796 0.0765884404316 1 0.0765884404316
XBA 835 strainUnknown Bifidobacterium_longum_57796 0.0765884404316 0 0
XBA 849 strain1 Bifidobacterium_longum_57796 0.0233004251353 0 0
XBA 849 strain2 Bifidobacterium_longum_57796 0.0233004251353 1 0.0233004251353
XBA 849 strainUnknown Bifidobacterium_longum_57796 0.0233004251353 0 0
XBA 871 strain1 Bifidobacterium_longum_57796 0.067146992489 0 0
XBA 871 strain2 Bifidobacterium_longum_57796 0.067146992489 1 0.067146992489
XBA 871 strainUnknown Bifidobacterium_longum_57796 0.067146992489 0 0
